SiteID,Index,LON,LAT,ACSP,AISP,EphSP,PleSP,TriSP,ChiSP,otherSP,Emerg,Units,Notes,Stream width (m),Basin size (km2),figure_table,ele_mean,r_mean,k_mean,bd_mean,cf_mean,ph05_mean,ph15_mean,lit_majority,min_mean,HYBAS_ID,crop,forest.c,forest.o,nodata,shrub.grass,urban,water,tmp_dc_smx,pre_mm_syr,slp_dg_uav,ero_kh_uav,run_mm_syr,ppd_pk_uav,tmp_dc_syr,ele_mt_sav,dis_m3_pyr,for_pc_sse,crp_pc_sse,hft_ix_s93,hft_ix_u93,hft_ix_s09,hft_ix_u09
Wild_et_al_2022_SB,,11.286528,51.720908,77.7,,,,,,,,g DM m-2 yr-1,"Sauerbach agricultural stream, Germany.",1,,Table 3,220.9583333,412.994557,0.033256005,1.336597125,21.04282379,62.69172932,63.41353383,9,,2120384900,59.98,31.27,3.88,0,0.65,4.22,0,170,585,34,499,131,74.18800354,80,267,0.716000021,6,47,151,151,141,141
Wild_et_al_2022_WG,,10.715571,51.773748,15.4,,,,,,,,g DM m-2 yr-1,"Wormsgraben reference stream, Germany.",1.5,,Table 3,555.5052083,585.6862496,0.027720149,1.326450002,18.84357634,49.31468531,49.5034965,6,,2121114730,2.67,92.86,2.94,0,0.29,1.06,0.17,164,740,45,413,269,118.4990005,77,327,1.309999943,33,54,175,175,180,180
Williams_Hogg_1988,,-79.169126,43.779139,,7.61,,,,,,,g wet mass m-2 yr-1,"Small spring in Ontario. Average of two sampling stations, separated by ~100 m. Wet mass data in paper.",2,,Table 3,109.2344961,1014.478489,0.035820347,1.407833815,14.49586064,63.05714286,63.54285714,9,,7120452850,0.2,18.39,11.42,0,1.06,42.97,25.96,216,777,3,27,307,252.9160004,84,78,2.088999987,0,0,28,28,28,28
Woodward_EtAl_2005_Broadstone,155,0.05,51.083,4.58,3.6,0.001,0.895,0.77,1.435,0.512,,g DM m-2 yr-1,"Broadstone Stream, England.",,,Table 5,114.5455357,459.9259846,0.035119261,1.419745432,14.68287055,59.77536232,59.64492754,6,,2120400380,18.15,21.92,45.27,0,12.55,1.8,0.33,170,689,36,226,378,344.7839966,99,88,3.21600008,0,17,295,305,266,270
Yuen_Dudgeon_2016_SM,,114.1497667,22.41744304,,,,,,,,1168,mg DM m-2 y-1,,,,Table S4 (and text),285.5888158,15084.97431,0.021246033,1.360625005,31.0375,51.8625,52.025,6,,4120012600,0.82,80.54,7.47,0,0.1,8.46,2.61,279,2162,69,2067,1149,763.0230103,221,133,17.68600082,54,26,187,177,203,197
Yuen_Dudgeon_2016_TKP,,114.1813543,22.42547093,,,,,,,,713,mg DM m-2 y-1,,,,Table S4 (and text),157.7436869,15303.30732,0.021137005,1.38281248,27.63541667,52.14545455,52.38181818,6,,4120012600,0.95,54.43,6.15,0,0.29,11.45,26.74,279,2162,69,2067,1149,763.0230103,221,133,17.68600082,54,26,187,177,203,197
Zelinka_EtAl_1977_Bityska_Betamesosaprobity,,16.25,49.298,173.421,105.986,7.414,6.89,84.422,5.915,,,g Wet Mass m-2 yr-1,"Bítýška brook, Czech Republic. Betamesosaprobitic site 4 km downstream of community pollution source.",2,112,Table 38,496.1046196,434.5691774,0.034463531,1.315999985,20,58.30827068,60.18796992,4,,2120452080,49.2,37.08,7,0,0.15,6.36,0.21,176,582,46,790,123,160.7640076,81,379,0.654999971,34,51,263,263,249,249
Zelinka_EtAl_1977_Bityska_Oligosaprobity,,16.356,49.263,196.662,155.654,48.826,7.55,70.873,4.542,,,g Wet Mass m-2 yr-1,"Bítýška brook, Czech Republic. Oligosaprobitic site 16 km downstream of community pollution source.",5,112,Table 38,440.0190217,431.4825074,0.033225784,1.317111095,20.0444444,56.85294118,58.91911765,4,,2120452080,35.96,52.83,6.39,0,0.08,4.73,0,176,582,46,790,123,160.7640076,81,379,0.654999971,34,51,263,263,249,249
Zelinka_EtAl_1977_Bityska_Polysaprobity,,16.235,49.289,534.475,385.872,0,0,0,384.312,,,g Wet Mass m-2 yr-1,"Bítýška brook, Czech Republic. Polysaprobitic site 0.5 km downstream of community pollution source.",1,112,Table 38,503.3465074,435.7598944,0.034390781,1.316357136,20.01428577,58.18382353,60.05147059,4,,2120452080,49.12,36.48,7.03,0,0.18,6.97,0.22,176,582,46,790,123,160.7640076,81,379,0.654999971,34,51,263,263,249,249
Zilli_EtAl_Parana_Riverine,,-60.652882,-31.72538,1064,,,,,,,,mg DM m-2 yr-1,Production from riverine sites in Parana floodplain,,,,12.55885922,4119.900082,0.024489351,1.164642862,24.17857143,63.28378378,64.98648649,5,,6120874080,0.04,6.19,3.89,0,57.49,0,32.39,252,995,28,6070,156,32.91699982,182,31,19248.77148,9,55,105,62,115,78
