SiteID,Index,LON,LAT,ACSP,AISP,EphSP,PleSP,TriSP,ChiSP,otherSP,Emerg,Units,Notes,Stream width (m),Basin size (km2),figure_table,ele_mean,r_mean,k_mean,bd_mean,cf_mean,ph05_mean,ph15_mean,lit_majority,min_mean,HYBAS_ID,crop,forest.c,forest.o,nodata,shrub.grass,urban,water,tmp_dc_smx,pre_mm_syr,slp_dg_uav,ero_kh_uav,run_mm_syr,ppd_pk_uav,tmp_dc_syr,ele_mt_sav,dis_m3_pyr,for_pc_sse,crp_pc_sse,hft_ix_s93,hft_ix_u93,hft_ix_s09,hft_ix_u09
Ely_Wallace_2010_HughWhiteCreek_Reference,27,-83.43,35.05,9276,,,,,,,,mg AFDM m-2 yr-1,Only lists total production and production by FFG. Coweeta LTER.,,61 ha,Table 2,922.3255682,5089.150659,0.020326253,1.399999976,24,49.66363636,50.25454545,4,,7121121760,0.54,95,3.96,0,0.19,0.31,0,196,1912,145,820,952,3.895999908,102,1192,4.573999882,100,1,51,51,53,53
Entrekin_EtAl_2009_ShaneCreek_AfterWood_yr1,28,-88.9,46.47,0.9,,,,,,,,g AFDM m-2 yr-1,,2.4,,Figure 2,402.3086538,1035.995129,0.027259508,1.19997409,20.47265625,48.61068702,50.19847328,6,,7120369750,0.26,96.01,3.36,0,0.24,0.05,0.08,187,810,23,96,672,1.84800005,43,417,3.181999922,89,1,32,32,32,32
Entrekin_EtAl_2009_ShaneCreek_AfterWood_yr2,28,-88.9,46.47,1.5,,,,,,,,g AFDM m-2 yr-1,,2.5,,Figure 2,402.3086538,1035.995129,0.027259508,1.19997409,20.47265625,48.61068702,50.19847328,6,,7120369750,0.26,96.01,3.36,0,0.24,0.05,0.08,187,810,23,96,672,1.84800005,43,417,3.181999922,89,1,32,32,32,32
Entrekin_EtAl_2009_ShaneCreek_AfterWood_yr3,28,-88.9,46.47,1.1,,,,,,,,g AFDM m-2 yr-1,,2.5,,Figure 2,402.3086538,1035.995129,0.027259508,1.19997409,20.47265625,48.61068702,50.19847328,6,,7120369750,0.26,96.01,3.36,0,0.24,0.05,0.08,187,810,23,96,672,1.84800005,43,417,3.181999922,89,1,32,32,32,32
Entrekin_EtAl_2009_StateCreek_AfterWood_yr1,30,-88.9,46.42,3.1,,,,,,,,g AFDM m-2 yr-1,Entrekin et al. (2007) J.N.Am.Benthol.Soc. has similar data. Did not include those to avoid redundancy.,2.1,,Figure 2,463.5322115,1032.142197,0.029397836,1.049140602,22.09765625,47.03937008,48.7480315,6,,7120377890,0.1,96.82,2.31,0,0.05,0.01,0.71,185,816,14,27,528,0.103,41,492,3.39199996,99,0,12,12,12,12
Entrekin_EtAl_2009_StateCreek_AfterWood_yr2,30,-88.9,46.42,1.6,,,,,,,,g AFDM m-2 yr-1,,2.3,,Figure 2,463.5322115,1032.142197,0.029397836,1.049140602,22.09765625,47.03937008,48.7480315,6,,7120377890,0.1,96.82,2.31,0,0.05,0.01,0.71,185,816,14,27,528,0.103,41,492,3.39199996,99,0,12,12,12,12
Entrekin_EtAl_2009_StateCreek_AfterWood_yr3,30,-88.9,46.42,2.7,,,,,,,,g AFDM m-2 yr-1,,2.3,,Figure 2,463.5322115,1032.142197,0.029397836,1.049140602,22.09765625,47.03937008,48.7480315,6,,7120377890,0.1,96.82,2.31,0,0.05,0.01,0.71,185,816,14,27,528,0.103,41,492,3.39199996,99,0,12,12,12,12
Entrekin_EtAl_2009_WaltonCreek_AfterWood_yr1,32,-88.9,46.44,1.1,,,,,,,,g AFDM m-2 yr-1,Entrekin et al. (2007) J.N.Am.Benthol.Soc. has similar data. Did not include those to avoid redundancy.,1.8,,Figure 2,440.9306641,1033.802393,0.029154171,1.133984476,21.18359375,47.65891473,49.27906977,6,,7120369750,0.26,95.81,3.45,0,0.24,0.05,0.18,187,810,23,96,672,1.84800005,43,417,3.181999922,89,1,32,32,32,32
Entrekin_EtAl_2009_WaltonCreek_AfterWood_yr2,32,-88.9,46.44,1.3,,,,,,,,g AFDM m-2 yr-1,,2.4,,Figure 2,440.9306641,1033.802393,0.029154171,1.133984476,21.18359375,47.65891473,49.27906977,6,,7120369750,0.26,95.81,3.45,0,0.24,0.05,0.18,187,810,23,96,672,1.84800005,43,417,3.181999922,89,1,32,32,32,32
Entrekin_EtAl_2009_WaltonCreek_AfterWood_yr3,32,-88.9,46.44,0.9,,,,,,,,g AFDM m-2 yr-1,,2.4,,Figure 2,440.9306641,1033.802393,0.029154171,1.133984476,21.18359375,47.65891473,49.27906977,6,,7120369750,0.26,95.81,3.45,0,0.24,0.05,0.18,187,810,23,96,672,1.84800005,43,417,3.181999922,89,1,32,32,32,32
Fisher_1977_FortRiver,34,-72.51,42.35,3.32,,,,,,,,g DM m-2 yr-1,,14,105,Table 2,84.97616525,2392.237087,0.031083061,1.321428435,10.76190472,51.53636364,52.3,6,,7120486840,10.8,57.51,25.46,0,0.9,5.34,0,217,1119,71,296,757,32.66699982,87,96,414.9490051,68,7,319,97,334,102
Fisher_Gray_1983_SycamoreCreek,35,-111.5,33.75,135,,48.7,,,18.4,,,g DM m-2 yr-1,"Collectors only, but stated to be most of the invertebrates in the stream.",50,505,Table 1,798.146412,1147.246131,0.022353814,1.473059878,21.5695312,70.09259259,71,3,,7120689160,0,0,0.09,0,99.91,0,0,311,386,104,5675,29,0.181999996,200,633,0.492000014,18,0,42,36,52,45
Fisher_Likens_1973_Bear Brook,,-71.733,43.95,4.78,,,,,,,,mg DM m-2 yr-1,"Bear Brook, New Hampshire, USA",3.1,1.3,Table 7,528.9645833,1622.143999,0.024549343,1.330000043,16,44.79365079,46.65873016,4,,7120444090,0.01,98.19,1.42,0,0.17,0.03,0.18,185,1123,124,442,789,7.328000069,52,410,21.81900024,100,1,78,67,85,67
Fjellheim_EtAl_1993_Ekso_site2,,6.238,60.828,11946.35,15099.3,28.1,105.25,528.7,12462.5,,,mg DM m-2 y-1,"Total ACSP as mean from before (1976) and after (1984, 1988, 1989) weir construction. 1976 and 1984 data from Fjellheim A., Raddum G.G. & Schnell Ø.A. (1989) Changes in benthic animal production of a weir basin after eight years of succession. Regulated Rivers: Research & Management, 3, 183-190. Insect group-specific data only from 1993 paper. Weir site.",,,Table 1 and Fjellheim et al. 1989 Table 3,937.9518717,2079.340312,0.026994223,1.302131283,9.078125,51.89444444,52.32222222,4,,2120224160,0,0.96,2.01,0,96.76,0,0.27,97,2566,170,10269,2210,7.967000008,23,856,9.862999916,21,0,52,52,50,50
Fjellheim_EtAl_1993_Ekso_site3,,6.24,60.827,10658.9,14155.6,52.4,148,738,11858,,,mg DM m-2 y-1,"Total ACSP as mean from before (1976) and after (1984, 1988, 1989) weir construction. 1976 and 1984 data from Fjellheim A., Raddum G.G. & Schnell Ø.A. (1989) Changes in benthic animal production of a weir basin after eight years of succession. Regulated Rivers: Research & Management, 3, 183-190. Insect group-specific data only from 1993 paper. Weir site.",,,Table 1 and Fjellheim et al. 1989 Table 3,946.0998641,2077.118984,0.027018777,1.306255709,8.957386364,51.90055249,52.32596685,4,,2120224160,0,0.93,1.97,0,96.83,0,0.27,97,2566,170,10269,2210,7.967000008,23,856,9.862999916,21,0,52,52,50,50
Fjellheim_EtAl_1993_Ekso_site5_ref,,6.245,60.826,4748.675,5161.1,177.55,446.15,667.5,1275.5,,,mg DM m-2 y-1,"Total ACSP as mean from before (1976) and after (1984, 1988, 1989) weir construction. 1976 and 1984 data from Fjellheim A., Raddum G.G. & Schnell Ø.A. (1989) Changes in benthic animal production of a weir basin after eight years of succession. Regulated Rivers: Research & Management, 3, 183-190. Insect group-specific data only from 1993 paper. Reference site.",,,Table 1 and Fjellheim et al. 1989 Table 3,951.2681011,2074.082174,0.027328771,1.309692731,8.856770833,51.9010989,52.32417582,4,,2120224160,0,0.83,1.95,0,96.98,0,0.24,97,2566,170,10269,2210,7.967000008,23,856,9.862999916,21,0,52,52,50,50
Flössner_1976_Saale_Eichicht,,11.442,50.614,26,,,,0.6,3.3,,,g DM m-2 yr-1,"Saale River, Germany. Eichicht station.",,,Table 9 and text above,371.9410461,383.9375022,0.031347024,1.257481443,21.08699926,58.17424242,59.28030303,9,,2120410890,25.99,52.27,11.88,0,1.2,7.98,0.67,168,628,43,399,177,123.2959976,79,322,1.455000043,38,25,184,195,186,200
Flössner_1976_Saale_Fischersdorf,,11.404,50.616,82,,2,,6.9,6.3,,,g DM m-2 yr-1,"Saale River, Germany. Fischersdorf station.",,,Table 9 and text above,347.0366071,381.7034959,0.031683134,1.266720142,20.54702405,57.57462687,58.79850746,9,,2120410780,23.96,50.48,13.66,0,0.61,11.19,0.1,169,614,61,259,177,107.9779968,79,313,20.8390007,47,20,147,171,106,166
Flössner_1976_Saale_Großheringen,,11.67,51.104,46,,,,4.8,,,,g DM m-2 yr-1,"Saale River, Germany. Großheringen station.",,,Table 9 and text above,207.609161,375.7604391,0.031874421,1.380287492,21.62562485,66.83941606,67.05109489,12,,2120400180,73.87,9.67,10.02,0,0.74,5.7,0,175,553,34,608,125,125.4300003,85,205,36.72499847,0,58,205,189,186,180
Flössner_1976_Saale_Maua,,11.606,50.869,66,,0.5,,,1.3,,,g DM m-2 yr-1,"Saale River, Germany. Maua station.",,,Table 9 and text above,236.1402972,368.6220844,0.033186151,1.297366488,20.48718777,58.552,59.736,6,,2121124160,25.81,38.84,16.76,0,1.11,17.45,0.04,169,611,59,295,147,129.5890045,80,288,25.59900093,12,35,260,177,250,172
Flössner_1976_Saale_Rothenstein,,11.605,50.848,71,,,,,7.5,,,g DM m-2 yr-1,"Saale River, Germany. Rothenstein station.",,,Table 9 and text above,234.7967657,366.9790731,0.033555843,1.2901307,19.33080373,58.63565891,59.80620155,6,,2121124160,30.18,36.12,15.48,0,2.13,16.09,0,169,611,59,295,147,129.5890045,80,288,25.59900093,12,35,260,177,250,172
Flössner_1976_Saale_Stöben,,11.698,51.076,26,,,,,1.5,,,g DM m-2 yr-1,"Saale River, Germany. Stöben station.",,,Table 9 and text above,207.6095951,373.0929615,0.031719374,1.380754437,20.58809498,66.57857143,66.87142857,12,,2120400180,71.96,10.96,11.11,0,0.56,5.4,0,175,553,34,608,125,125.4300003,85,205,36.72499847,0,58,205,189,186,180
Flössner_1982_Ilm_Buchfart,,11.333,50.921,67.34,,4.01,,37.73,16.16,,,g DM m-2 yr-1,"Ilm River, Germany, Buchfart station. Averaged across 1977 and 1978 data.",,,Table 5,336.7876712,421.8032932,0.0315516,1.317281261,31.24765563,60.58914729,61.06976744,12,,2121123330,39.09,40.69,7.85,0,0.7,11.65,0,173,573,45,559,146,179.776001,82,244,4.545000076,0,58,251,206,249,199
Flössner_1982_Ilm_Tannroda,,11.245,50.861,19.01,,1.15,,9.25,4.28,,,g DM m-2 yr-1,"Ilm River, Germany, Tannroda station. Averaged across 1977 and 1978 data.",,,Table 5,371.2320205,426.0312224,0.032123118,1.318731321,34.28055573,59.51094891,60.27737226,12,,2121124580,40.4,46.19,7.16,0,0.73,5.48,0.05,166,611,55,375,168,121.5139999,76,377,3.09800005,26,38,213,176,188,167
Gaines_EtAl_1992_DouglasCreek,38,-120,47.61,,23219,884,183,2550,4920,4482,,mg DM m-2 yr-1,Values as dry mass (not ash free). Chironomus (not Chironomidae),,530,,747.7447115,206.5705376,0.039198181,1.233332992,21,66.13076923,68.19230769,5,,7120346110,40.92,0,0.01,0,58.94,0.13,0,208,247,37,416,136,2.638999939,82,663,2.895999908,10,67,22,28,32,42
Gaines_EtAl_1992_RattlesnakeSprings,39,-119.72,46.46,,16356,2554,,735,489,12570,,mg DM m-2 yr-1,,,350,,489.249053,228.7382495,0.03351713,1.307675749,19.19140625,72.12121212,73.52272727,2,,7120370720,6.6,0,0,0,93.4,0,0,212,219,66,807,35,0.303000003,100,447,0.435000002,84,4,20,57,23,59
Gaines_EtAl_1992_SnivelySprings,40,-119.79,46.49,,14154,7077,,1300,1390,4387,,mg DM m-2 yr-1,,,40,,429.9293269,215.8075497,0.033871209,1.294433624,18.67578125,73.06976744,74.37984496,2,,7120370720,3.44,0,0,0,96.56,0,0,212,219,66,807,35,0.303000003,100,447,0.435000002,84,4,20,57,23,59
Golovatyuk_2020_site1,,46.783333,49.116667,22538,,,,,3234,2381,,mg DM m-2 y-1,Saline river- Elton lake Russia,3.5–8.0,,,-10.80928309,161.7336162,0.032575824,1.312645555,22.55326758,75.59090909,76.375,9,,2120451170,0,0,0,0,93.53,0.01,6.46,243,298,1,42,3,2.786999941,79,0,0,0,2,76,72,73,74
Golovatyuk_2020_site2,,47.783333,50.116667,116665,,,,,108154,8505,,mg DM m-2 y-1,Saline river- Elton lake Russia,5.0–35.0,,,32.15446429,125.3958407,0.033798245,1.283332944,27.33333206,74.54609929,74.91489362,9,,2121132890,0.04,0,0,0,99.96,0,0,235,297,1,39,40,1.751000047,68,32,0.210999995,0,5,66,66,69,69
Griffith_EtAl_1994_FernowExperimentalForest_WS3,42,-79.68,39.05,2061,1666.2,38.4,440.3,470.8,,716.7,,mg DM m-2 yr-1,No chironomids; mostly shredders,2,,,752.0815678,2706.76175,0.029525843,1.333333015,22.33333206,44.59649123,45.3245614,6,,7120561640,1.02,93.93,3.84,0,0.06,1.15,0,209,1239,105,1207,677,4.40899992,98,569,38.0340004,100,8,115,60,108,57
Griffith_EtAl_1994_FernowExperimentalForest_WS4,43,-79.68,39.05,1557,1243.3,73.2,645.8,247.7,,276.6,,mg DM m-2 yr-1,,2,,,752.0815678,2706.76175,0.029525843,1.333333015,22.33333206,44.59649123,45.3245614,6,,7120561640,1.02,93.93,3.84,0,0.06,1.15,0,209,1239,105,1207,677,4.40899992,98,569,38.0340004,100,8,115,60,108,57
Griffith_EtAl_1994_NorthForkHickmanSlideRun,44,-79.66,39.32,3772,888,79.2,260.1,83.5,,465.2,,mg DM m-2 yr-1,,2,,,595.5285088,2868.556762,0.030532482,1.353303432,22.15178517,48.09482759,48.3362069,6,1.250933278,7121078250,1.02,90.64,7.59,0,0.43,0.32,0,206,1261,108,1227,661,6.760000229,93,592,56.20500183,100,9,146,65,158,63
Griffith_EtAl_1994_SouthForkRedRun,45,-79.513,39.053,1189,1060.6,60.7,906.8,90.7,,2.4,,mg DM m-2 yr-1,,2.7,,,998.8459052,2398.642848,0.026732497,1.333333015,22.33333206,40.97413793,42.00862069,6,,7120563080,1.59,94.61,3.25,0,0.51,0.04,0,189,1313,115,1560,634,2.164000034,82,926,17.70700073,100,5,48,40,48,38
Grubaugh_EtAl_1997_BallCreek1_M1,46,-83.4,35.06,6,,,,,,,,g AFDM m-2 yr-1,"table 7 has some taxonomic info in terms of relative contribution to production. But it only has the top 3 taxa. Columns only sum to ~85-95%. Hence, I did not try to estimate insect only production. Probably same site as used earlier in Huryn and Wallace (1987).",,,table 8,760.1498843,5257.492884,0.022305619,1.399999976,24,50.95412844,51.44954128,4,,7120656310,2,87.59,9.13,0,0.61,0.67,0,213,1763,124,1945,939,32.67399979,120,838,10.92099953,100,4,73,87,78,82
Grubaugh_EtAl_1997_BallCreek1_S1,47,-83.46,35.04,6,,,,,,,,g AFDM m-2 yr-1,"table 7 has some taxonomic info in terms of relative contribution to production. But it only has the top 3 taxa. Columns only sum to ~85-95%. Hence, I did not try to estimate insect only production.",,,,1100.644676,4894.024365,0.019583299,1.399999976,24,48.61111111,49.28703704,4,,7121124440,0,99.64,0.27,0,0.03,0.06,0,210,1836,137,767,909,3.417000055,117,893,5.153999805,100,1,38,38,48,48
Grubaugh_EtAl_1997_BallCreek2_M2,48,-83.4,35.05,5,,,,,,,,g AFDM m-2 yr-1,"table 7 has some taxonomic info in terms of relative contribution to production. But it only has the top 3 taxa. Columns only sum to ~85-95%. Hence, I did not try to estimate insect only production.",,,,778.6417411,5266.861498,0.021981305,1.399999976,24,50.75675676,51.26126126,4,,7120656310,1.23,89.87,8.05,0,0.31,0.54,0,213,1763,124,1945,939,32.67399979,120,838,10.92099953,100,4,73,87,78,82
Grubaugh_EtAl_1997_BallCreek2_S2,49,-83.45,35.04,8,,,,,,,,g AFDM m-2 yr-1,"table 7 has some taxonomic info in terms of relative contribution to production. But it only has the top 3 taxa. Columns only sum to ~85-95%. Hence, I did not try to estimate insect only production.",,,,1045.471644,4961.599527,0.019511943,1.399999976,24,48.83333333,49.5,4,,7121121760,0.08,98.93,0.77,0,0.09,0.13,0,196,1912,145,820,952,3.895999908,102,1192,4.573999882,100,1,51,51,53,53
Grubaugh_EtAl_1997_BallCreek3_M3,50,-83.4,35.06,13,,,,,,,,g AFDM m-2 yr-1,"table 7 has some taxonomic info in terms of relative contribution to production. But it only has the top 3 taxa. Columns only sum to ~85-95%. Hence, I did not try to estimate insect only production.",,,,760.1498843,5257.492884,0.022305619,1.399999976,24,50.95412844,51.44954128,4,,7120656310,2,87.59,9.13,0,0.61,0.67,0,213,1763,124,1945,939,32.67399979,120,838,10.92099953,100,4,73,87,78,82
Grubaugh_EtAl_1997_BallCreek3_S3,51,-83.42,35.06,5,,,,,,,,g AFDM m-2 yr-1,"table 7 has some taxonomic info in terms of relative contribution to production. But it only has the top 3 taxa. Columns only sum to ~85-95%. Hence, I did not try to estimate insect only production.",,,,833.7522523,5178.017371,0.02109463,1.399999976,24,50.37037037,50.90740741,4,,7120656310,0.83,91.63,6.72,0,0.37,0.45,0,213,1763,124,1945,939,32.67399979,120,838,10.92099953,100,4,73,87,78,82
Grubaugh_EtAl_1997_CoweetaCreek_M4,52,-83.39,35.07,21,,,,,,,,g AFDM m-2 yr-1,"table 7 has some taxonomic info in terms of relative contribution to production. But it only has the top 3 taxa. Columns only sum to ~85-95%. Hence, I did not try to estimate insect only production.",,,,734.4230324,5262.967281,0.022890769,1.399999976,24,51.55855856,51.92792793,4,,7120656310,2.8,83.61,11.75,0,0.94,0.9,0,213,1763,124,1945,939,32.67399979,120,838,10.92099953,100,4,73,87,78,82
Grubaugh_EtAl_1997_CoweetaCreek_M5,53,-83.38,35.08,7,,,,,,,,g AFDM m-2 yr-1,"table 7 has some taxonomic info in terms of relative contribution to production. But it only has the top 3 taxa. Columns only sum to ~85-95%. Hence, I did not try to estimate insect only production.",,,,732.5301136,5248.861258,0.023319649,1.399999976,24,51.90909091,52.26363636,4,,7120656310,3.33,79.8,14.39,0,1.53,0.95,0,213,1763,124,1945,939,32.67399979,120,838,10.92099953,100,4,73,87,78,82
Grubaugh_EtAl_1997_LittleTennesseeRiver_R1,54,-83.38,35.09,22,,,,,,,,g AFDM m-2 yr-1,"table 7 has some taxonomic info in terms of relative contribution to production. But it only has the top 3 taxa. Columns only sum to ~85-95%. Hence, I did not try to estimate insect only production.",,,,727.9904279,5222.208681,0.023567282,1.399999976,24,52.1875,52.5,4,,7120656310,4.13,76.74,16.1,0,1.99,1.04,0,213,1763,124,1945,939,32.67399979,120,838,10.92099953,100,4,73,87,78,82
Grubaugh_EtAl_1997_LittleTennesseeRiver_R2,55,-83.39,35.23,154,,,,,,,,g AFDM m-2 yr-1,"table 7 has some taxonomic info in terms of relative contribution to production. But it only has the top 3 taxa. Columns only sum to ~85-95%. Hence, I did not try to estimate insect only production.",,,,677.6863426,4786.526322,0.024707378,1.399999976,24,52.25,52.52678571,4,,7121120340,4.34,65.7,23.29,0,4.13,2.37,0.18,212,1647,127,1842,967,34.06200027,117,841,33.69599915,100,4,45,86,52,86
Grubaugh_EtAl_1997_LittleTennesseeRiver_R3,56,-83.52,35.33,121,,,,,,,,g AFDM m-2 yr-1,"table 7 has some taxonomic info in terms of relative contribution to production. But it only has the top 3 taxa. Columns only sum to ~85-95%. Hence, I did not try to estimate insect only production.",,,,706.1136364,4563.577646,0.026035947,1.333333015,22.33333206,49.68181818,49.94545455,4,,7120651090,0.15,96.43,3.11,0,0.03,0.15,0.13,213,1599,129,1740,959,31.53000069,118,793,37.59700012,100,1,51,83,59,83
Grubaugh_Wallace_1995_MiddleOconeeRiver,57,-83.406099,33.927,181.9,,,,,3,,,g AFDM m-2 yr-1,"Middle Oconee River, Georgia, USA. Same site used by Nelson and Scott (1962), with somewhat different methods and decades later.",60,1030,Table 6,212.6244213,4953.042137,0.028378115,1.377589004,22.68749891,53.74193548,53.72043011,4,,7120684080,0.94,43.73,22.34,0,3.91,29.02,0.07,262,1248,23,1217,420,184.1289978,163,216,18.97100067,78,20,306,227,318,268
Gücker_EtAl_2024_Calcada_dos_Escravos,,-44.16702,-21.0745,1511.333333,1511.333333,98.24534777,0,74.45709712,508.2219693,830.4089191,,mg DM m-2 y-1,Average of three natural (not urban or agricultural) stream reaches.,103.3333333,,Production from Table S2; widths from Table 2; Lat/Long from Figure S1.,1018.763963,6759.16417,0.017243734,1.373332977,38.66666794,52.01098901,52.02197802,4,,6120726520,6.44,20.69,29.09,0,41.08,2.7,0,223,1483,59,10854,496,55.32099915,197,1007,9.291999817,1,8,144,121,139,123
Gücker_EtAl_2024_Carandai,,-43.93121,-20.98854,353.3333333,29.33901319,0,0,0,29.33901319,0,,mg DM m-2 y-1,Average of three agricultural stream reaches.,165,,Production from Table S2; widths from Table 2; Lat/Long from Figure S1.,1075.180263,6581.352056,0.017017217,1.37048618,26.13888868,52.35416667,52.22916667,4,,6121254760,24.25,12.86,23.87,0,39,0,0.01,218,1478,58,11668,479,60.79199982,192,1068,5.622000217,10,9,108,123,76,125
Gücker_EtAl_2024_Oficina,,-44.13262,-21.09599,206.6666667,200.5940971,0,0,68.66821532,26.64547877,105.280403,,mg DM m-2 y-1,Average of three agricultural stream reaches.,69,,Production from Table S2; widths from Table 2; Lat/Long from Figure S1.,1005.544271,6768.744347,0.017588039,1.373332977,38.66666794,52.11340206,52.13402062,4,,6120726520,0.75,30.88,32.3,0,33.4,2.67,0,223,1483,59,10854,496,55.32099915,197,1007,9.291999817,1,8,144,121,139,123
Gücker_EtAl_2024_Prados,,-44.07694,-21.05731,31557,19403.62133,0,0,0,19403.62133,0,,mg DM m-2 y-1,Average of three urban stream reaches.,242.6666667,,Production from Table S2; widths from Table 2; Lat/Long from Figure S1.,1046.033203,6697.690369,0.017282865,1.373332977,38.66666794,52.5,52.39130435,4,,6120726520,1.44,17.97,30.48,0,48.13,1.97,0,223,1483,59,10854,496,55.32099915,197,1007,9.291999817,1,8,144,121,139,123
Gücker_EtAl_2024_Ritapolis,,-44.33454,-21.02722,134165.6667,131411.4964,0,0,0,131411.4964,0,,mg DM m-2 y-1,Average of three urban stream reaches.,95,,Production from Table S2; widths from Table 2; Lat/Long from Figure S1.,993.6295103,6734.436849,0.016327137,1.373332977,38.66666794,51.65656566,51.65656566,3,,6120726340,0.4,14.8,38.79,0,44.36,1.66,0,221,1602,67,6676,533,16.96100044,196,981,7.981999874,1,8,48,52,74,82
Gücker_EtAl_2024_Sumidouro,,-44.15837,-21.09599,13880.33333,12405.24746,1251.372846,567.546648,8191.364926,256.1874801,2138.775563,,mg DM m-2 y-1,Average of three natural (not urban or agricultural) stream reaches.,119.6666667,,Production from Table S2; widths from Table 2; Lat/Long from Figure S1.,999.8977865,6788.776906,0.017679759,1.373332977,38.66666794,52.10416667,52.10416667,4,,6120726520,1.9,22.63,34,0,37.52,3.95,0,223,1483,59,10854,496,55.32099915,197,1007,9.291999817,1,8,144,121,139,123
Gümbel_1976_Breitenbach_StreamSpring,,7.594246839,49.5458468,,,,,,,,3.15,g DM m-2 y-1,Emergence from Table 5 in Jackson and Fisher (1986). Averaged stream and spring values. Coordinates from google maps.,,,Table 5,342.254946,254.5035373,0.033438828,1.251645833,30.89166689,62.91791045,62.92537313,4,,2120438400,38.98,32.21,21.1,0,2.5,5.21,0,168,689,63,290,256,184.2839966,84,316,6.511000156,13,40,203,241,165,206
Gümbel_1976_Kalkbach_StreamSpring,,13.0040012,50.92914797,,,,,,,,2.32,g DM m-2 y-1,Emergence from Table 5 in Jackson and Fisher (1986). Averaged stream and spring values. Coordinates from google maps.,,,Table 5,300.7512931,432.5844367,0.03500527,1.333383393,18.99489632,59.05932203,60.24576271,4,0.098851937,2120401640,56.24,15.52,10.43,0,2.81,14.98,0.02,173,609,51,378,223,158.7299957,81,271,16.85400009,4,64,224,204,222,190
Hall_EtAl_2001_BearBrook,58,-71.72,43.94,4170,4018.91,847.7,1218.5,831.8,491.9,629.01,,mg AFDM m-2 yr-1,,,,Appendix 1,456.3010913,1630.482699,0.024886757,1.330000043,16,46.34126984,48.03174603,4,,7120444090,0.4,92.94,5.49,0,0.85,0.09,0.24,185,1123,124,442,789,7.328000069,52,410,21.81900024,100,1,78,67,85,67
Hall_EtAl_2001_HubbardBrook,59,-71.69,43.93,2997,2868.7,893.4,416.6,514.5,567.5,476.7,,mg AFDM m-2 yr-1,,,,,332.1225394,1646.219733,0.024668846,1.330000043,16,48.72,50.096,4,,7120444090,0.93,88.82,8.45,0,1.5,0.11,0.19,185,1123,124,442,789,7.328000069,52,410,21.81900024,100,1,78,67,85,67
Hall_EtAl_2006_FireholeRiver_Riffle,144,-110.835,44.561,57417,11078,754,28,4014,3703,2579,,mg AFDM m-2 yr-1,,,,Figures and Appendix,2247.22687,625.380399,0.026288008,1.389999986,11.5,58.62096774,59.36290323,5,,7120423170,0,66.45,15.84,0,17.55,0,0.17,129,621,57,579,276,0.014,0,2334,2.90899992,98,1,32,25,32,25
Hall_EtAl_2006_FireholeRiver_Vegetated,145,-110.836,44.562,171346,7743,439,13,887,4632,1772,,mg AFDM m-2 yr-1,,,,,2246.99031,625.1932151,0.026300024,1.389999986,11.5,58.63414634,59.36585366,5,,7120423170,0,66.45,15.81,0,17.57,0,0.17,129,621,57,579,276,0.014,0,2334,2.90899992,98,1,32,25,32,25
Hall_EtAl_2006_GibbonRiver,147,-110.855,44.641,28748,3949,384,577,1361,861,766,,mg AFDM m-2 yr-1,,,,,2294.698327,632.2567005,0.025010015,1.389999986,11.5,57.336,57.84,13,,7120418580,0,90.28,8.8,0,0.9,0.02,0,144,627,72,1281,332,0.503000021,12,2151,6.410999775,92,3,21,18,26,20
Hall_EtAl_2006_PolecatCreek,146,-110.687,44.11,209541,7960,1509,256,1196,2373,2626,,mg AFDM m-2 yr-1,,,,,2174.327756,643.6083874,0.027437931,1.289218754,17.06054688,58.448,58.88,5,,7120439940,0.12,65.29,23.33,0,11.13,0.01,0.11,130,663,75,1250,374,0.025,0,2327,17.16200066,100,0,17,9,17,10
Hankel_2023_Choncas,,-65.338306,-26.784444,3769.3,,,,,,,,mg DM m-2 y-1,,1.4,,,898.7928922,4508.187634,0.020374758,1.186666965,20.64583424,57.24489796,57.39795918,4,,6121294030,0.39,79.87,7.33,0,2.04,10.38,0,244,952,66,1169,267,908.3129883,188,688,2.016000032,41,23,246,246,271,271
Hankel_2023_Munoz,,-65.663722,-26.987222,9034.2,,,,,,,,mg DM m-2 y-1,,3.5,,,1975.808211,2767.716607,0.021027773,1.212381295,24.73809542,63.32673267,64.33663366,4,,6120811840,0.21,69.26,14.91,0,15.59,0.03,0,225,677,158,6212,252,18.49099922,166,1394,7.760000229,39,5,80,53,111,79
Hankel_2023_Siambon,,-65.446556,-26.71775,13916.4,,,,,,,,mg DM m-2 y-1,,1.8,,,1356.881127,4137.485019,0.021084088,1.21988133,25.92559542,57.98989899,58.53535354,4,,6120808280,0,92.64,6.15,0,1.11,0.1,0,226,968,118,808,288,291.2940063,172,1148,0.978999972,82,8,91,91,122,122
Hannesdottir_EtAl_2013_HengladalsaRiverTributary_SiteIS1,183,-21.3,64.05,16908,,,,,,,,mg DM m-2 yr-1,Only lists coordinates for general study area. Data extracted from figure using WebPlot Digitizer (https://apps.automeris.io/wpd/),,,Fig 16,393.6613582,956.9401707,0.024595757,1.202447926,15.22743066,62.42583732,63.10047847,2,,2121034430,0,0,0,0,100,0,0,95,1059,62,2408,1623,109.3679962,32,299,10.44499969,0,0,98,98,77,77
