rowname,FEOW_ID,AREA_SKM,area_m,units,q2.5,q25,q50,q75,q97.5
239,541,91084.2,33861559.0681419,kgdmm2y,504.82812918619356,5055.369045589569,12150.608073059402,25367.279351793837,85258.05905579263
240,542,124749.4,34296165.6922175,kgdmm2y,511.30750151876975,5120.253738876686,12306.55880009094,25692.863522885305,86352.32991162979
241,543,118571.2,34766307.697484,kgdmm2y,518.3166563096911,5190.443694858122,12475.26075599261,26045.06891185183,87536.07324633442
242,544,216999.9,211584774.377782,kgdmm2y,3154.4308281396507,31588.596282734212,75923.36969829319,158508.06123328302,532737.0530372149
243,545,168159.9,444407545.223361,kgdmm2y,6625.490255775423,66347.92400513965,159467.61033220755,332926.50001849316,1118948.0277398303
244,546,863486.2,2730282321.77755,kgdmm2y,40704.66199974445,407618.11077448545,979712.4330265538,2045382.3235492243,6874419.779687668
245,547,20229.8,1112928844.58428,kgdmm2y,16592.200772510503,166154.96113256388,399354.38815837324,833747.1066357419,2802179.1012491714
246,548,3761.5,0,kgdmm2y,0,0,0,0,0
247,549,17992.3,29250607.0741119,kgdmm2y,436.0853325468171,4366.975934852691,10496.051340736309,21912.999320715273,73648.4099956495
248,550,55611.5,156592128.179503,kgdmm2y,2334.567967028961,23378.45685098554,56190.25317193786,117310.49512007406,394274.253147462
249,551,331171.7,494367384.117481,kgdmm2y,7370.321052036399,73806.6893431361,177394.79497760584,370353.75453584694,1244739.0135087115
250,552,315661.7,30386960.3512757,kgdmm2y,453.02675860020054,4536.628051893957,10903.811162886506,22764.294766566767,76509.56811945916
251,553,144003,0,kgdmm2y,0,0,0,0,0
252,554,30239.3,0,kgdmm2y,0,0,0,0,0
253,555,569040.1,239859229.363576,kgdmm2y,3575.9631086088875,35809.83737291719,86069.14651620021,179689.77931959424,603927.6662070962
254,556,240013.3,219287855.246527,kgdmm2y,3269.272908981615,32738.62946641489,78687.48095503866,164278.79978296658,552132.1943624382
255,557,105045.2,477172690.807207,kgdmm2y,7113.972404938139,71239.60375401011,171224.7902554618,357472.4046933196,1201445.490763835
256,558,291051.2,3523995658.21132,kgdmm2y,52537.80937301391,526115.7211179504,1264522.1092130402,2639990.1468346803,8872864.634954453
257,559,111632.3,34803016.7875996,kgdmm2y,518.8639371141542,5195.924186689249,12488.43314908342,26072.56941003736,87628.50093894781
258,560,212059.1,61580379.147631,kgdmm2y,918.0766761836203,9193.656497981381,22097.005353697154,46132.74531405251,155049.67126532612
259,561,121342.6,581283675.687319,kgdmm2y,8666.120479957153,86782.87656107768,208583.13429487197,435466.8181144352,1463580.5117592637
260,562,9576,3593164.7879126,kgdmm2y,53.569023626151676,536.4423418296118,1289.3422004576157,2691.8079805062453,9047.021581864137
261,563,53130.3,4518248.47936534,kgdmm2y,67.36071787026349,674.5529187507393,1621.2917526622732,3384.831487712348,11376.236247931676
262,564,753239.6,786773543.768394,kgdmm2y,11729.684843940799,117461.53244307202,282319.4570971767,589408.8996673248,1980971.553115845
263,565,79610.1,7982931.90701148,kgdmm2y,119.01426546626278,1191.8136071213587,2864.530740620141,5980.388065534535,20099.762051614933
264,566,159492.3,0,kgdmm2y,0,0,0,0,0
265,567,172766.6,227895587.6023,kgdmm2y,3397.602068692063,34023.722796480586,81776.21003695477,170727.25511885228,573805.1052891948
266,568,55959.2,119981787.270727,kgdmm2y,1788.7593740857442,17912.707804810165,43053.29444808072,89883.97458897768,302095.1954445408
267,569,174223,80766929.0001438,kgdmm2y,1204.1210974723763,12058.116755728655,28981.7517725776,60506.288154368,203358.3742730819
268,570,443684.6,3838910.35911584,kgdmm2y,57.232743796763764,573.1309819259391,1377.5235542863581,2875.907494106131,9665.770127380976
269,571,454454.3,0,kgdmm2y,0,0,0,0,0
270,572,65490.4,43276780.0106629,kgdmm2y,645.1958058404972,6461.016565079851,15529.089830606874,32420.662195955232,108964.09874302075
271,573,183360,0,kgdmm2y,0,0,0,0,0
272,574,49118.4,55314088.3135694,kgdmm2y,824.6551100847296,8258.129204349447,19848.460216030373,41438.37345222115,139272.1403809364
273,575,555760.2,1002292548.68388,kgdmm2y,14942.769505418113,149637.49055514485,359654.5542719427,750864.2772035418,2523614.377439245
274,576,531615.1,435619674.603983,kgdmm2y,6494.475488399138,65035.93689266061,156314.24189226242,326343.09467497136,1096821.557108816
275,577,11812.8,0,kgdmm2y,0,0,0,0,0
276,578,148876.9,64651126.259741,kgdmm2y,963.8571884361963,9652.104375887859,23198.887419305633,48433.185753160826,162781.3276283078
277,579,232174.7,808023220.178007,kgdmm2y,12046.487574910432,120634.0076422728,289944.5191686826,605328.0272105404,2034474.8830304968
278,580,152414.3,692713032.605067,kgdmm2y,10327.375169264467,103418.74736071614,248567.54378458246,518943.7666871508,1744142.0379879987
279,581,132463.3,390367620.570442,kgdmm2y,5819.8311303643095,58280.021349901675,140076.3607020909,292442.66222290194,982884.0302683172
280,582,46791.9,31941862.3109086,kgdmm2y,476.20815570509455,4768.767488233444,11461.759610136432,23929.14462759308,80424.5657376602
281,583,31484.5,46342288.4929256,kgdmm2y,690.8982175041433,6918.682340569896,16629.09210863716,34717.17813216368,116682.56506321691
282,584,2265.8,0,kgdmm2y,0,0,0,0,0
283,585,343.2,0,kgdmm2y,0,0,0,0,0
284,586,4681.5,4916075.35522232,kgdmm2y,73.291755985629493,733.9465712894126,1764.0447322206082,3682.8622273249875,12377.901505208829
285,587,1110.1,0,kgdmm2y,0,0,0,0,0
286,601,245649.3,68657550.9149107,kgdmm2y,1023.5873343318605,10250.244442163998,24636.520449174284,51434.58604973557,172868.8723029537
287,602,3413579.1,16464346788.7635,kgdmm2y,245460.20964120602,2458048.341609757,5907933.081481027,12334213.067239366,41454625.524083264
288,603,257228.6,1899882641.64228,kgdmm2y,28324.572938992722,283643.40453088185,681738.5258885792,1423291.042482066,4783604.503686583
289,604,27363.5,26226568.3558655,kgdmm2y,391.0011766269191,3915.5013970701016,9410.92973752759,19647.550326413948,66034.35799324705
290,605,2049511,24472520309.4348,kgdmm2y,364850.79199754127,3653630.4010962234,8781521.318659281,18333510.80742031,61617941.973289326
291,606,572465.6,900990954.463619,kgdmm2y,13432.50548624283,134513.64635590362,323304.3092619739,674974.5098660088,2268552.9585277126
292,607,828911.4,9906029478.01623,kgdmm2y,147684.9402883868,1478922.889731227,3554599.524060048,7421070.498563174,24941818.08184164
293,608,3260901.5,29092286014.2933,kgdmm2y,433724.98864539893,4343339.35676539,10439240.691714035,21794393.60195293,73249782.56562991
294,609,1236872.9,9935952710.84913,kgdmm2y,148131.05352315656,1483390.2854793966,3565336.934989646,7443487.393333241,25017160.057291552
295,610,315214.5,2919824762.57816,kgdmm2y,43530.4726955308,435915.8919286441,1047726.309964254,2187377.4406415615,7351657.717221423
296,611,151477.6,1125495865.90955,kgdmm2y,16779.557351465188,168031.1573961555,403863.83648182027,843161.6507190946,2833820.876636688
297,612,260893.2,1011221180.08883,kgdmm2y,15075.88281775212,150970.4925806343,362858.43217408063,757553.133042187,2546095.261502461
298,613,208552.5,647243975.355724,kgdmm2y,9649.495599075339,96630.43427424839,232251.79491500204,484880.76696567686,1629658.1313145182
299,614,249850.8,1009531955.96014,kgdmm2y,15050.69886638867,150718.29948597917,362252.2846457296,756287.6561551352,2541842.0618717973
300,615,112259.8,284719537.241227,kgdmm2y,4244.767083494321,42507.26708558692,102166.45668320153,213296.7363840876,716878.8380830602
301,616,459995.9,5055091982.72384,kgdmm2y,75364.29800432803,754701.0898300145,1813928.3348335386,3787006.0919733564,12727923.422788303
302,617,488743.9,2909416408.72763,kgdmm2y,43375.2988067061,434361.9744092049,1043991.4604238356,2179580.055435896,7325451.125685685
303,618,346395.5,446036175.451374,kgdmm2y,6649.770837466577,66591.07071982103,160052.01483516325,334146.5831774417,1123048.6614962546
304,619,232668.6,402024297.428723,kgdmm2y,5993.6157561416385,60020.30753238983,144259.14837746788,301175.22464220907,1012233.7020296697
305,620,555204.4,2018056014.11723,kgdmm2y,30086.371396828046,301286.12464369705,724142.903393031,1511820.248874574,5081146.39622072
306,621,1073120.7,37099097.9214187,kgdmm2y,553.0952712625027,5538.718133852539,13312.340338496615,27792.67129367365,93409.67068692367
307,622,475218.4,912972877.550485,kgdmm2y,13611.139074962799,136302.49024693895,327603.80566428293,683950.7294637118,2298721.5489368616
308,623,528736.9,97836721.5194915,kgdmm2y,1458.6076497837328,14606.55525329728,35106.93810477375,73294.06896635218,246337.4165480108
309,624,482783.6,1115781557.32407,kgdmm2y,16634.730699518168,166580.85752001824,400378.03253270517,835884.2073178176,2809361.781489877
310,625,1132542.8,1960514590.35357,kgdmm2y,29228.50985386536,292695.46489443467,703495.2041329028,1468713.2741491836,4936266.17686862
311,626,474960.2,2191804483.05681,kgdmm2y,32676.716228476897,327225.9412312365,786489.3991680944,1641983.3621460935,5518617.60644746
312,627,52479.5,31771486.2011117,kgdmm2y,473.66808799605303,4743.331148759472,11400.623224449384,23801.50790645474,79995.58559526544
313,628,216315.7,981427406.261501,kgdmm2y,14631.699634326349,146522.42444369837,352167.47526731953,735233.2220746767,2471079.2433872405
314,629,434127.9,216698447.353827,kgdmm2y,3230.668486204119,32352.043235083423,77758.31876312158,162338.95309021167,545612.474151355
315,630,429125,681700588.516529,kgdmm2y,10163.19514625381,101774.64205388581,244615.9273874451,510693.82919969526,1716414.4426176916
316,631,468661.6,583513199.09261,kgdmm2y,8699.35953216396,87115.73375725237,209383.15844712342,437137.0584872888,1469194.0996561483
317,632,283965.7,338575749.859824,kgdmm2y,5047.687321354241,50547.742411511885,121491.78457230031,253642.9468930688,852480.2776599424
318,633,177358.1,490151874.482335,kgdmm2y,7307.4737437244985,73177.3338879423,175882.13558405018,367195.7188910695,1234125.0258686184
319,634,116962.2,214181207.759911,kgdmm2y,3193.13999106446,31976.231386083593,76855.05286003335,160453.1710491142,539274.4623213685
320,635,172706.3,232854933.140401,kgdmm2y,3471.5389221295914,34764.129399414785,83555.78149174449,174442.53306615277,586291.9542826101
321,636,785698.1,1234959962.57213,kgdmm2y,18411.512779743676,184373.6242258081,443143.0478714063,925166.3308179488,3109434.1878538835
322,637,280477.6,482910208.218832,kgdmm2y,7199.510704437437,72096.18770110159,173283.5946135458,361770.647626363,1215891.6536628786
323,638,164623.6,1463635738.27148,kgdmm2y,21820.746353549093,218513.8253789889,525199.2142970036,1096478.0613699902,3685203.6835811874
324,639,55359.7,161515652.394721,kgdmm2y,2407.9707750204543,24113.515501496448,57956.9707928526,120998.9376371897,406670.90970597864
325,640,62731.3,170066998.501824,kgdmm2y,2535.459295220754,25390.19063393723,61025.46668919917,127405.15139409984,428201.8489618691
326,641,270365.5,266069250.213338,kgdmm2y,3966.717585237968,39722.86830635716,95474.13848043019,199324.93313440462,669920.3601927953
327,642,295993.1,893698585.728988,kgdmm2y,13323.78654455939,133424.93053227922,320687.5746266777,669511.4550062072,2250191.925505499
328,643,3456,22827279.6383144,kgdmm2y,340.3225720065081,3408.0038265906132,8191.15645860034,17100.98398781176,57475.48574387886
329,701,463488.6,6043710.29272351,kgdmm2y,90.10320388022149,902.2970818579638,2168.6761358572053,4527.626356728228,15217.108226357805
330,702,360672.2,238342356.416597,kgdmm2y,3553.3486704935144,35583.37548653983,85524.84409237269,178553.41877252783,600108.4196380466
331,703,898631,3018891210.10157,kgdmm2y,45007.413827146265,450706.03940113774,1083274.5130054946,2261592.7549352422,7601091.3896758305
332,704,58716.2,3568765.42776809,kgdmm2y,53.20526354911842,532.7996338917249,1280.5869313410117,2673.529277403849,8985.587845634273
333,705,224295,608116035.263803,kgdmm2y,9066.15315002378,90788.81969411869,218211.44125596515,455568.195008355,1531140.1563927105
334,706,178632.7,952079374.693808,kgdmm2y,14194.161839867413,142140.90349725477,341636.4649090189,713247.2375042449,2397185.533899902
335,707,620464,3031813918.20678,kgdmm2y,45200.073194768534,452635.33800220926,1087911.593097199,2271273.7606392875,7633628.728212949
336,708,267475.2,2071293644.19142,kgdmm2y,30880.069440635656,309234.24855010107,743246.2641233584,1551703.0502364887,5215190.34262383
337,709,1065968.8,14250184622.2909,kgdmm2y,212450.17185866192,2127484.5050251544,5113421.031965968,10675480.51762302,35879714.80103186
338,710,171738.1,300140929.801978,kgdmm2y,4474.67831529033,44809.60734211853,107700.14450216472,224849.6236062917,755707.4695415591
339,711,289971.2,1388755063.12452,kgdmm2y,20704.381006325486,207334.4982107091,498329.638264611,1040381.441581122,3496665.9670817843
340,712,185979.7,621947858.068379,kgdmm2y,9272.366136721093,92853.84477786097,223174.74071586895,465930.26109993993,1565966.5021952966
341,713,558607.6,5077605325.54918,kgdmm2y,75699.94022084182,758062.2243897947,1822006.840744464,3803871.8911955315,12784608.465207158
342,714,321690.2,2747834620.44204,kgdmm2y,40966.34203874916,410238.58513506764,986010.7579626361,2058531.5723062651,6918613.696249234
343,715,154254.9,1160914979.27282,kgdmm2y,17307.60642034093,173319.06185910638,416573.3447447536,869695.7669206209,2923000.6114726597
344,716,165357.9,549741914.806035,kgdmm2y,8195.877272758878,82073.8423053971,197264.94384677726,411837.40820118046,1384163.3382461197
345,717,50534.3,19247702.8787842,kgdmm2y,286.95612673576557,2873.590112501878,6906.69007638334,14419.355435580592,48462.67667195696
346,718,16372.1,23217914.5398906,kgdmm2y,346.14638792002523,3466.3237517181365,8331.328728257473,17393.62688275061,58459.0427455165
347,719,115638.7,866636495.18607,kgdmm2y,12920.32890951204,129384.68966314792,310976.83286304725,649237.97588895,2182053.8545726677
348,720,460940.8,4404550162.23998,kgdmm2y,65665.63618159971,657578.3030286903,1580493.1678370268,3299654.7548116636,11089961.838164808
349,721,142240.9,389965408.852929,kgdmm2y,5813.8347204388165,58219.973061445824,139932.03430140574,292141.3465930993,981871.3246721086
350,722,201211.2,725270037.194139,kgdmm2y,10812.754229500084,108279.35265315117,260250.03607616725,543333.7431972886,1826115.434852242
351,723,688.2,0,kgdmm2y,0,0,0,0,0
352,724,129550.8,450519087.75371,kgdmm2y,6716.604742731833,67260.34811610736,161660.62683976608,337504.94268044346,1134335.9268299437
353,725,5891.8,0,kgdmm2y,0,0,0,0,0
354,726,195480.8,670415164.058845,kgdmm2y,9994.94537061354,100089.78208170008,240566.35692178842,502239.38933632296,1687999.5257809726
355,727,223516.7,2338113753.33127,kgdmm2y,34857.98127438389,349069.2165080737,838989.8347500121,1751590.4869491926,5887001.247034342
356,728,108964.9,909109959.627034,kgdmm2y,13553.548412212414,135725.77505031822,326217.66742972034,681056.8367790886,2288995.3315532347
357,729,185822.2,2053595807.31749,kgdmm2y,30616.219632015527,306592.046029942,736895.7154329297,1538444.771992418,5170629.9838311095
358,730,71729.3,265322880.460772,kgdmm2y,3955.5902639852516,39611.43886697153,95206.31719308882,198765.79260649893,668041.119006243
359,731,34075.8,76731495.580671,kgdmm2y,1143.958471779085,11455.645819488333,27533.709472272778,57483.15603421579,193197.79011035123
360,732,168640.2,734063792.718988,kgdmm2y,10943.856732524137,109592.21835391063,263405.51620800997,549921.5571990396,1848256.7227460162
361,733,51028.4,584376792.129392,kgdmm2y,8712.234487397402,87244.66407311139,209693.04318998024,437784.0164659876,1471368.4905630162
362,734,149639.7,689624746.340049,kgdmm2y,10281.333172957591,102957.68097104775,247459.3681111549,516630.1868473872,1736366.2208073945
363,735,97718.1,286311369.243854,kgdmm2y,4268.4990554997385,42744.920000967024,102737.6568084867,214489.2522694461,720886.8197183347
364,736,62200.3,161201253.015063,kgdmm2y,2403.2835233103174,24066.57717568938,57844.15426148882,120763.40634119218,405879.3017110826
365,737,116178.3,152719090.498238,kgdmm2y,2276.8264329499775,22800.230822855305,54800.48364530324,114409.02125104869,384522.5558115507
366,738,163883.8,557102530.888842,kgdmm2y,8305.613686231854,83172.74713215389,199906.16780868836,417351.59034495364,1402696.2073149097
367,739,167140.6,538772728.659421,kgdmm2y,8032.342164704736,80436.19520269548,193328.84977976375,403619.87726342806,1356544.6595432279
368,740,63547.8,132161189.127115,kgdmm2y,1970.3370929791406,19731.034332973733,47423.65253535775,99008.1347792103,332761.0062138126
369,741,116055.1,640692497.209834,kgdmm2y,9551.822292033032,95652.32987701909,229900.9154682013,479972.7479356162,1613162.5438094956
370,742,109739.1,669396661.20906,kgdmm2y,9979.76092836169,99937.72447061115,240200.88559413547,501476.38116357155,1685435.096424937
371,743,150111.1,157967641.177557,kgdmm2y,2355.074927505338,23583.81437212551,56683.831134639455,118340.9563106956,397737.57768559386
372,744,72997.2,221520119.549942,kgdmm2y,3302.552824117074,33071.89586558894,79488.4886290118,165951.09349093828,557752.6834080165
373,745,107684.9,438419970.842812,kgdmm2y,6536.223959240967,65454.007746863426,157319.07755319588,328440.92770195054,1103872.2608765708
374,746,191318.4,691306382.217944,kgdmm2y,10306.403994194787,103208.74117610078,248062.79273294442,517889.97902047395,1740600.3144207273
375,747,69671.3,29624850.2407121,kgdmm2y,441.6647707904993,4422.848652235455,10630.34173274776,22193.36239949563,74590.69519684232
376,748,93598.6,49098532.9766729,kgdmm2y,731.9899387538899,7330.176478130813,17618.120593951473,36782.00992683554,123622.35346736688
377,749,184266,230627716.626395,kgdmm2y,3438.3342624210522,34431.61661109119,82756.58512570965,172774.02089357315,580684.174773727
378,750,2838.3,200620511.750703,kgdmm2y,2990.969122823726,29951.68423798437,71989.04234722123,150294.21873454165,505130.77097909775
379,751,1933.3,0,kgdmm2y,0,0,0,0,0
380,752,100061.1,301928610.116889,kgdmm2y,4501.330109649338,45076.499475148325,108341.62125232545,226188.85863232202,760208.566303077
381,753,1649.7,139247814.576636,kgdmm2y,2075.9886922078013,20789.033666764055,49966.5599137339,104317.05771089725,350604.01013060473
382,755,179704.2,534830618.004325,kgdmm2y,7973.5708499211405,79847.65690946578,191914.2946656796,400666.6575955957,1346619.0473657055
383,756,26253.6,77641054.832342,kgdmm2y,1157.5187185025463,11591.43867169499,27860.088360026868,58164.54945670161,195487.91668832878
384,757,26397.9,60817560.6235955,kgdmm2y,906.7041269273244,9079.771335574918,21823.28172219593,45561.28224128049,153129.01466944424
385,758,10398.3,56573758.3486432,kgdmm2y,843.4350152249068,8446.1919243841,20300.470026528405,42382.051255316306,142443.79062967456
386,759,34537.2,112333557.633091,kgdmm2y,1674.735047805187,16770.863647963804,40308.865563614374,84154.32766474268,282838.1608583417
387,760,37260,137772307.612987,kgdmm2y,2053.9909626123876,20568.747524133345,49437.10092490559,103211.6863587667,346888.9165759676
388,761,201572.1,1397289374.83308,kgdmm2y,20831.615567647783,208608.63018880395,501392.0216751137,1046774.8940725051,3518154.0164118432
389,762,4987.5,0,kgdmm2y,0,0,0,0,0
390,763,517089.7,3335738159.05092,kgdmm2y,49731.15534638845,498009.77561377565,1196969.3103442949,2498957.6396881035,8398861.977580829
391,764,491934.5,1406823829.49261,kgdmm2y,20973.760851002724,210032.07873278172,504813.28829562495,1053917.6004767965,3542160.2677717158
392,765,518406.6,3056361830.98215,kgdmm2y,45566.04798219276,456300.2241383941,1096720.1676387591,2289663.751472939,7695436.4965111315
393,766,1101454,14000824121.2257,kgdmm2y,208732.55817784026,2090256.1731653928,5023942.525933576,10488672.890806584,35251864.43291337
394,767,200059.3,911422581.167908,kgdmm2y,13588.02634052179,136071.0384012576,327047.50984506594,682789.3298560987,2294818.1474344754
395,768,6532.7,0,kgdmm2y,0,0,0,0,0
396,769,1936.1,0,kgdmm2y,0,0,0,0,0
397,801,143332.2,59623793.9954072,kgdmm2y,888.9067487150437,8901.54767943267,21394.920157371813,44666.97576598909,150123.29879321725
398,802,533507.9,54124511.337775,kgdmm2y,806.9201936857309,8080.531043299769,19421.602032196424,40547.20564170443,136276.97338789885
399,803,198343.9,151721604.857047,kgdmm2y,2261.955327661553,22651.310980630988,54442.553962850456,113661.75805331537,382011.04446817667
400,804,2259681,134317369.816351,kgdmm2y,2002.4827086415485,20052.941811927267,48197.35898038244,100623.43068944066,338189.92873235064
401,805,1108865.2,1241878120.26645,kgdmm2y,18514.652762141137,185406.47212835128,445625.50364262884,930349.0466662775,3126853.0165638276
402,806,1664021.4,255203605.381603,kgdmm2y,3804.7261322818886,38100.679427452196,91575.19834167893,191184.96984360268,642562.3821717862
403,807,561061.6,1116555826.67235,kgdmm2y,16646.273964427848,166696.4522357951,400655.86508539424,836464.2487391776,2811311.2694531423
404,808,1110963.5,1094703018.21653,kgdmm2y,16320.479384561768,163433.93230266278,392814.37998696824,820093.2867405148,2756289.3482795805
405,809,100308.8,25351452.4033441,kgdmm2y,377.95443095749073,3784.8507649247967,9096.91020475381,18991.95999201297,63830.954203994705
406,810,37086.5,249955376.332786,kgdmm2y,3726.482432784082,37317.143896079826,89691.96626363155,187253.27573242408,629348.1701125621
407,811,272725.1,1043198638.31572,kgdmm2y,15552.621658403983,155744.57436911715,374332.96473490197,781508.944237101,2626609.4521360327
408,812,105302,130426199.138125,kgdmm2y,1944.4708371302586,19472.008613954204,46801.08275573018,97708.37254337508,328392.57537325844
409,813,227121.6,1451573536.84849,kgdmm2y,21640.915927962924,216712.9963157807,520870.9114656392,1087441.701511933,3654832.964997479
410,814,126918,127118551.424636,kgdmm2y,1895.158470743129,18978.19260770246,45614.19319374991,95230.45877169824,320064.4407021729
411,815,289729,2165814381.89321,kgdmm2y,32289.240444465395,323345.743256601,777163.3214059166,1622512.9604651881,5453178.635506604
412,816,87442.8,147141859.317424,kgdmm2y,2193.677775282345,21967.576844494608,52799.19510231131,110230.85623837057,370479.96833278873
413,817,51318.2,49841070.4216651,kgdmm2y,743.0601257010344,7441.0337722988315,17884.566727028658,37338.279493702765,125491.94550856276
414,818,39962.7,17498820.3676785,kgdmm2y,260.88275295899257,2612.4903062813537,6279.135216445837,13109.185660957768,44059.266654319086
415,819,12203.3,2645161.36714972,kgdmm2y,39.435628515703264,394.9099587874311,949.1683179016093,1981.6142309345203,6660.0986563766965
416,820,19713.3,1663469.36700783,kgdmm2y,24.799984159476722,248.34803174109473,596.9058979055882,1246.182789195324,4188.353207377522
417,821,20237.7,46874600.6823458,kgdmm2y,698.8342421327562,6998.154008119802,16820.10271075212,35115.95811698994,118022.84310506303
418,822,192,0,kgdmm2y,0,0,0,0,0
419,823,3244.8,0,kgdmm2y,0,0,0,0,0
420,824,1832.3,0,kgdmm2y,0,0,0,0,0
421,825,202.7,0,kgdmm2y,0,0,0,0,0
422,826,1257.6,0,kgdmm2y,0,0,0,0,0
423,827,187.4,0,kgdmm2y,0,0,0,0,0
424,828,17210.3,0,kgdmm2y,0,0,0,0,0
425,829,649.9,0,kgdmm2y,0,0,0,0,0
426,830,800.8,0,kgdmm2y,0,0,0,0,0
427,901,2563,0,kgdmm2y,0,0,0,0,0
428,902,4389.2,0,kgdmm2y,0,0,0,0,0
429,903,7871.8,0,kgdmm2y,0,0,0,0,0
430,904,884.1,0,kgdmm2y,0,0,0,0,0
431,905,3939.8,0,kgdmm2y,0,0,0,0,0
432,906,963,0,kgdmm2y,0,0,0,0,0
433,907,150.8,0,kgdmm2y,0,0,0,0,0
434,908,50.6,0,kgdmm2y,0,0,0,0,0
435,909,160.4,0,kgdmm2y,0,0,0,0,0
436,910,173.1,0,kgdmm2y,0,0,0,0,0
437,911,1186.8,0,kgdmm2y,0,0,0,0,0
438,912,288.6,0,kgdmm2y,0,0,0,0,0
439,913,15.8,0,kgdmm2y,0,0,0,0,0
440,914,421,0,kgdmm2y,0,0,0,0,0
441,915,29.8,0,kgdmm2y,0,0,0,0,0
442,916,51.8,0,kgdmm2y,0,0,0,0,0
443,917,1013,0,kgdmm2y,0,0,0,0,0
444,918,286.5,0,kgdmm2y,0,0,0,0,0
445,919,241.9,0,kgdmm2y,0,0,0,0,0
446,920,82.1,0,kgdmm2y,0,0,0,0,0
447,921,52,0,kgdmm2y,0,0,0,0,0
448,998,2146773.9,299543672.196231,kgdmm2y,4465.774046023084,44720.43963409126,107485.82941196224,224402.1899692439,754203.6691961638
449,999,32802.8,0,kgdmm2y,0,0,0,0,0
