pub_number,pub_name,chemical,chemical_category,organisms,study_type,water_units,water_conc,water_conc_measure_type,water_conc_error_lower_limit,water_conc_upper_limit,water_conc_error_measure,water_conc_sample_size,sediment_units,sediment_conc,sediment_conc_measure_type,sediment_conc_error_lower_limit,sediment_conc_upper_limit,sediment_conc_error_measure,sediment_conc_sample_size,adult_units,adult_conc,adult_conc_measure_type,adult_conc_error_lower_limit,adult_conc_upper_limit,adult_conc_error_measure,adult_conc_sample_size,emergence_mgdm_m2_y,contaminant_flux_mg_m2_y,comments,coordinates,coord,latitude,longitude,comments_from_ralf,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Heteroptera.Gerris.sp.and.Sigara.sp.,field,,,,,,,,ngg,no mean reported,,88 (ng/g),102 (ng/g),range,1?,ng_g_dm,129,arithmetic mean,66,129,range,1?,,,Quebec - Detcheverry,53.479543,-77.960801,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Heteroptera.Gerris.sp.and.Sigara.sp.,field,,,,,,,,ngg,no mean reported,,52 (ng/g),59 (ng/g),range,1?,ng_g_dm,227,arithmetic mean,67,793,range,1?,,,Quebec - Duncan,53.479543,-77.960801,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Heteroptera.Gerris.sp.and.Sigara.sp.,field,,,,,,,,ngg,no mean reported,,53 (ng/g),77 (ng/g),range,1?,ng_g_dm,207,arithmetic mean,98,359,range,1?,,,Quebec - Lake 136,54.242384,-72.780756,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Heteroptera.Gerris.sp.and.Sigara.sp.,field,,,,,,,,ngg,no mean reported,,40 (ng/g),59 (ng/g),range,1?,ng_g_dm,331,arithmetic mean,233,405,range,1?,,,Quebec - Lake 150,54.242384,-72.780756,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Heteroptera.Gerris.sp.and.Sigara.sp.,field,,,,,,,,ngg,no mean reported,,294 (ng/g),351 (ng/g),range,1?,ng_g_dm,277,arithmetic mean,275,279,range,1?,,,Quebec - Laporte,47.198301,-76.72753,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",MeHg,Hg,Odonata.Somatochlora.and.Cordulia,field,,,,,,,,ngg,no mean reported,,0.41 (ng/g),1.2 (ng/g),range,1?,ng_g_dm,90,arithmetic mean,NA,NA,range,1?,,,Quebec - Des Voeux,46.380359,-73.92169,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",MeHg,Hg,Odonata.Somatochlora.and.Cordulia,field,,,,,,,,ngg,no mean reported,,0.14 (ng/g),0.39 (ng/g),range,1?,ng_g_dm,76,arithmetic mean,74,78,range,1?,,,Quebec - Detcheverry,53.479543,-77.960801,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",MeHg,Hg,Odonata.Somatochlora.and.Cordulia,field,,,,,,,,ngg,no mean reported,,0.36 (ng/g),0.64 (ng/g),range,1?,ng_g_dm,81,arithmetic mean,59,127,range,1?,,,Quebec - Duncan,53.479543,-77.960801,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",MeHg,Hg,Odonata.Somatochlora.and.Cordulia,field,,,,,,,,ngg,no mean reported,,0.65 (ng/g),1.04 (ng/g),range,1?,ng_g_dm,167,arithmetic mean,136,198,range,1?,,,Quebec - Evans area,50.917492,-77.067181,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",MeHg,Hg,Odonata.Somatochlora.and.Cordulia,field,,,,,,,,ngg,no mean reported,,0.24 (ng/g),0.75 (ng/g),range,1?,ng_g_dm,64,arithmetic mean,NA,NA,range,1?,,,Quebec - Jobert,54.242384,-72.780756,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",MeHg,Hg,Odonata.Somatochlora.and.Cordulia,field,,,,,,,,ngg,no mean reported,,0.3 (ng/g),0.69 (ng/g),range,1?,ng_g_dm,144,arithmetic mean,NA,NA,range,1?,,,Quebec - Lake 150,54.242384,-72.780756,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Odonata.Somatochlora.and.Cordulia,field,,,,,,,,ngg,no mean reported,,75 (ng/g),88 (ng/g),range,1?,ng_g_dm,121,arithmetic mean,NA,NA,range,1?,,,Quebec - Des Voeux,46.380359,-73.92169,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Odonata.Somatochlora.and.Cordulia,field,,,,,,,,ngg,no mean reported,,88 (ng/g),102 (ng/g),range,1?,ng_g_dm,167,arithmetic mean,116,217,range,1?,,,Quebec - Detcheverry,53.479543,-77.960801,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Odonata.Somatochlora.and.Cordulia,field,,,,,,,,ngg,no mean reported,,52 (ng/g),59 (ng/g),range,1?,ng_g_dm,107,arithmetic mean,34,171,range,1?,,,Quebec - Duncan,53.479543,-77.960801,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Odonata.Somatochlora.and.Cordulia,field,,,,,,,,ngg,no mean reported,,175 (ng/g),196 (ng/g),range,1?,ng_g_dm,217,arithmetic mean,201,233,range,1?,,,Quebec - Evans area,50.917492,-77.067181,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Odonata.Somatochlora.and.Cordulia,field,,,,,,,,ngg,no mean reported,,154 (ng/g),160 (ng/g),range,1?,ng_g_dm,80,arithmetic mean,NA,NA,range,1?,,,Quebec - Jobert,54.242384,-72.780756,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Odonata.Somatochlora.and.Cordulia,field,,,,,,,,ngg,no mean reported,,40 (ng/g),59 (ng/g),range,1?,ng_g_dm,178,arithmetic mean,NA,NA,range,1?,,,Quebec - Lake 150,54.242384,-72.780756,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Odonata.Somatochlora.and.Cordulia,field,,,,,,,,ngg,no mean reported,,294 (ng/g),351 (ng/g),range,1?,ng_g_dm,217,arithmetic mean,147,276,range,1?,,,Quebec - Laporte,47.198301,-76.72753,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Odonata.sp.,field,,,,,,,,ngg,no mean reported,,120 (ng/g),220 (ng/g),range,1?,ng_g_dm,358,arithmetic mean,201,446,range,1?,,,Sweden - Blackastjam,61.576921,16.341663,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Odonata.sp.,field,,,,,,,,ngg,no mean reported,,130 (ng/g),245 (ng/g),range,1?,ng_g_dm,501,arithmetic mean,NA,NA,range,1?,,,Sweden - Bottentjarn,61.576921,16.341663,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Odonata.sp.,field,,,,,,,,ngg,no mean reported,,210 (ng/g),280 (ng/g),range,1?,ng_g_dm,371,arithmetic mean,NA,NA,range,1?,,,Sweden - Gardsjon,58.239122,14.53178,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Odonata.sp.,field,,,,,,,,ngg,no mean reported,,180 (ng/g),250 (ng/g),range,1?,ng_g_dm,337,arithmetic mean,NA,NA,range,1?,,,Sweden - Lojesjon,58.239122,14.53178,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Odonata.sp.,field,,,,,,,,ngg,no mean reported,,90 (ng/g),140 (ng/g),range,1?,ng_g_dm,152,arithmetic mean,NA,NA,range,1?,,,Sweden - Loppesjon,61.576921,16.341663,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Odonata.sp.,field,,,,,,,,ngg,no mean reported,,210 (ng/g),300 (ng/g),range,1?,ng_g_dm,423,arithmetic mean,NA,NA,range,1?,,,Sweden - Skarhultssjon,58.239122,14.53178,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",MeHg,Hg,Trichoptera.Limnephilidae,field,,,,,,,,ngg,no mean reported,,0.41 (ng/g),1.2 (ng/g),range,1?,ng_g_dm,32,arithmetic mean,14,49,range,1?,,,Quebec - Des Voeux,46.380359,-73.92169,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",MeHg,Hg,Trichoptera.Limnephilidae,field,,,,,,,,ngg,no mean reported,,0.14 (ng/g),0.39 (ng/g),range,1?,ng_g_dm,20,arithmetic mean,11,30,range,1?,,,Quebec - Detcheverry,53.479543,-77.960801,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",MeHg,Hg,Trichoptera.Limnephilidae,field,,,,,,,,ngg,no mean reported,,0.36 (ng/g),0.64 (ng/g),range,1?,ng_g_dm,46,arithmetic mean,20,102,range,1?,,,Quebec - Duncan,53.479543,-77.960801,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",MeHg,Hg,Trichoptera.Limnephilidae,field,,,,,,,,ngg,no mean reported,,0.65 (ng/g),1.04 (ng/g),range,1?,ng_g_dm,25,arithmetic mean,16,37,range,1?,,,Quebec - Evans area,50.917492,-77.067181,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",MeHg,Hg,Trichoptera.Limnephilidae,field,,,,,,,,ngg,no mean reported,,0.24 (ng/g),0.75 (ng/g),range,1?,ng_g_dm,9,arithmetic mean,NA,NA,range,1?,,,Quebec - Jobert,54.242384,-72.780756,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",MeHg,Hg,Trichoptera.Limnephilidae,field,,,,,,,,ngg,no mean reported,,0.45 (ng/g),1.58 (ng/g),range,1?,ng_g_dm,70,arithmetic mean,6,210,range,1?,,,Quebec - Lake 136,54.242384,-72.780756,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",MeHg,Hg,Trichoptera.Limnephilidae,field,,,,,,,,ngg,no mean reported,,0.3 (ng/g),0.69 (ng/g),range,1?,ng_g_dm,43,arithmetic mean,10,101,range,1?,,,Quebec - Lake 150,54.242384,-72.780756,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Trichoptera.Limnephilidae,field,,,,,,,,ngg,no mean reported,,75 (ng/g),88 (ng/g),range,1?,ng_g_dm,143,arithmetic mean,42,244,range,1?,,,Quebec - Des Voeux,46.380359,-73.92169,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Trichoptera.Limnephilidae,field,,,,,,,,ngg,no mean reported,,88 (ng/g),102 (ng/g),range,1?,ng_g_dm,59,arithmetic mean,34,117,range,1?,,,Quebec - Detcheverry,53.479543,-77.960801,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Trichoptera.Limnephilidae,field,,,,,,,,ngg,no mean reported,,52 (ng/g),59 (ng/g),range,1?,ng_g_dm,104,arithmetic mean,50,178,range,1?,,,Quebec - Duncan,53.479543,-77.960801,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Trichoptera.Limnephilidae,field,,,,,,,,ngg,no mean reported,,175 (ng/g),196 (ng/g),range,1?,ng_g_dm,90,arithmetic mean,79,100,range,1?,,,Quebec - Evans area,50.917492,-77.067181,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Trichoptera.Limnephilidae,field,,,,,,,,ngg,no mean reported,,154 (ng/g),160 (ng/g),range,1?,ng_g_dm,85,arithmetic mean,79,91,range,1?,,,Quebec - Jobert,54.242384,-72.780756,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Trichoptera.Limnephilidae,field,,,,,,,,ngg,no mean reported,,53 (ng/g),77 (ng/g),range,1?,ng_g_dm,132,arithmetic mean,28,248,range,1?,,,Quebec - Lake 136,54.242384,-72.780756,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Trichoptera.Limnephilidae,field,,,,,,,,ngg,no mean reported,,40 (ng/g),59 (ng/g),range,1?,ng_g_dm,141,arithmetic mean,30,219,range,1?,,,Quebec - Lake 150,54.242384,-72.780756,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Trichoptera.Limnephilidae,field,,,,,,,,ngg,no mean reported,,294 (ng/g),351 (ng/g),range,1?,ng_g_dm,133,arithmetic mean,NA,NA,range,1?,,,Quebec - Laporte,47.198301,-76.72753,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Trichoptera.Limnephilidae,field,,,,,,,,ngg,no mean reported,,130 (ng/g),245 (ng/g),range,1?,ng_g_dm,163,arithmetic mean,NA,NA,range,1?,,,Sweden - Bottentjarn,61.576921,16.341663,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Trichoptera.Limnephilidae,field,,,,,,,,ngg,no mean reported,,210 (ng/g),280 (ng/g),range,1?,ng_g_dm,114,arithmetic mean,NA,NA,range,1?,,,Sweden - Gardsjon,58.239122,14.53178,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Trichoptera.Limnephilidae,field,,,,,,,,ngg,no mean reported,,210 (ng/g),300 (ng/g),range,1?,ng_g_dm,299,arithmetic mean,NA,NA,range,1?,,,Sweden - Holmeshultasjon,58.239122,14.53178,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Trichoptera.Limnephilidae,field,,,,,,,,ngg,no mean reported,,180 (ng/g),250 (ng/g),range,1?,ng_g_dm,109,arithmetic mean,NA,NA,range,1?,,,Sweden - Lojesjon,58.239122,14.53178,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Trichoptera.Limnephilidae,field,,,,,,,,ngg,no mean reported,,90 (ng/g),140 (ng/g),range,1?,ng_g_dm,93,arithmetic mean,NA,NA,range,1?,,,Sweden - Loppesjon,61.576921,16.341663,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Trichoptera.Limnephilidae,field,,,,,,,,ngg,no mean reported,,210 (ng/g),300 (ng/g),range,1?,ng_g_dm,209,arithmetic mean,56,443,range,1?,,,Sweden - Skarhultssjon,58.239122,14.53178,,, ,,,,,,,,,,,,,,,,,,
