pub_number,pub_name,chemical,chemical_category,organisms,study_type,water_units,water_conc,water_conc_measure_type,water_conc_error_lower_limit,water_conc_upper_limit,water_conc_error_measure,water_conc_sample_size,sediment_units,sediment_conc,sediment_conc_measure_type,sediment_conc_error_lower_limit,sediment_conc_upper_limit,sediment_conc_error_measure,sediment_conc_sample_size,adult_units,adult_conc,adult_conc_measure_type,adult_conc_error_lower_limit,adult_conc_upper_limit,adult_conc_error_measure,adult_conc_sample_size,emergence_mgdm_m2_y,contaminant_flux_mg_m2_y,comments,coordinates,coord,latitude,longitude,comments_from_ralf,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cd,Cd,Trichoptera,field,ugl,0,single,,,,1,,,,,,,,ng_mg_dm,0.06,arithmetic mean,0.01,,SD,6,,,site_id_707,39.478916,-105.931376,,, ,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cd,Cd,Diptera,field,ugl,0.09,single,,,,1,,,,,,,,ng_mg_dm,1.9,arithmetic mean,NA,,SD,1,,,site_id_801,39.478916,-105.931376,,, ,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cd,Cd,Trichoptera,field,ugl,0.09,single,,,,1,,,,,,,,ng_mg_dm,0.24,arithmetic mean,NA,,SD,1,,,site_id_801,39.478916,-105.931376,,, ,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cd,Cd,Diptera,field,ugl,0.31,single,,,,1,,,,,,,,ng_mg_dm,2.84,arithmetic mean,2.17,,SD,2,,,site_id_802,39.478916,-105.931376,,, ,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cd,Cd,Ephemeroptera,field,ugl,0.31,single,,,,1,,,,,,,,ng_mg_dm,3.47,arithmetic mean,0.76,,SD,2,,,site_id_802,39.478916,-105.931376,,, ,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cd,Cd,Plecoptera,field,ugl,0.31,single,,,,1,,,,,,,,ng_mg_dm,0.29,arithmetic mean,NA,,SD,1,,,site_id_802,39.478916,-105.931376,,, ,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cd,Cd,Diptera,field,ugl,0,single,,,,1,,,,,,,,ng_mg_dm,1.8,arithmetic mean,NA,,SD,1,,,site_id_901,39.478916,-105.931376,,, ,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cd,Cd,Plecoptera,field,ugl,0,single,,,,1,,,,,,,,ng_mg_dm,0.03,arithmetic mean,NA,,SD,1,,,site_id_901,39.478916,-105.931376,,, ,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cd,Cd,Diptera,field,ugl,0,single,,,,1,,,,,,,,ng_mg_dm,0.36,arithmetic mean,NA,,SD,1,,,site_id_902,39.478916,-105.931376,,, ,,,,,,,,,,,,,,,,,,
JK13,"Kraus, J. M., Wanty, R. B., Schmidt, T. S., Walters, D. M., and Wolf, R. E. (2021). Variation in metal concentrations across a large contamination gradient is reflected in stream but not linked riparian food webs. Science of the Total Environment 769, 144714.",Cd,Cd,Ephemeroptera,field,ugl,0,single,,,,1,,,,,,,,ng_mg_dm,0.2,arithmetic mean,NA,,SD,1,,,site_id_902,39.478916,-105.931376,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",MeHg,Hg,Coleoptera.Gyrinus.sp.,field,,,,,,,,ngg,no mean reported,,0.14 (ng/g),0.39 (ng/g),range,1?,ng_g_dm,42,arithmetic mean,34,55,range,1?,,,Quebec - Detcheverry,53.479543,-77.960801,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",MeHg,Hg,Coleoptera.Gyrinus.sp.,field,,,,,,,,ngg,no mean reported,,0.36 (ng/g),0.64 (ng/g),range,1?,ng_g_dm,61,arithmetic mean,35,107,range,1?,,,Quebec - Duncan,53.479543,-77.960801,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",MeHg,Hg,Coleoptera.Gyrinus.sp.,field,,,,,,,,ngg,no mean reported,,0.65 (ng/g),1.04 (ng/g),range,1?,ng_g_dm,68,arithmetic mean,NA,NA,range,1?,,,Quebec - Evans area,50.917492,-77.067181,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",MeHg,Hg,Coleoptera.Gyrinus.sp.,field,,,,,,,,ngg,no mean reported,,0.24 (ng/g),0.75 (ng/g),range,1?,ng_g_dm,77,arithmetic mean,NA,NA,range,1?,,,Quebec - Jobert,54.242384,-72.780756,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",MeHg,Hg,Coleoptera.Gyrinus.sp.,field,,,,,,,,ngg,no mean reported,,0.45 (ng/g),1.58 (ng/g),range,1?,ng_g_dm,41,arithmetic mean,36,49,range,1?,,,Quebec - Lake 136,54.242384,-72.780756,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",MeHg,Hg,Coleoptera.Gyrinus.sp.,field,,,,,,,,ngg,no mean reported,,0.3 (ng/g),0.69 (ng/g),range,1?,ng_g_dm,74,arithmetic mean,54,93,range,1?,,,Quebec - Lake 150,54.242384,-72.780756,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Coleoptera.Gyrinus.sp.,field,,,,,,,,ngg,no mean reported,,88 (ng/g),102 (ng/g),range,1?,ng_g_dm,65,arithmetic mean,56,69,range,1?,,,Quebec - Detcheverry,53.479543,-77.960801,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Coleoptera.Gyrinus.sp.,field,,,,,,,,ngg,no mean reported,,52 (ng/g),59 (ng/g),range,1?,ng_g_dm,81,arithmetic mean,22,175,range,1?,,,Quebec - Duncan,53.479543,-77.960801,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Coleoptera.Gyrinus.sp.,field,,,,,,,,ngg,no mean reported,,175 (ng/g),196 (ng/g),range,1?,ng_g_dm,405,arithmetic mean,NA,NA,range,1?,,,Quebec - Evans area,50.917492,-77.067181,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Coleoptera.Gyrinus.sp.,field,,,,,,,,ngg,no mean reported,,154 (ng/g),160 (ng/g),range,1?,ng_g_dm,108,arithmetic mean,NA,NA,range,1?,,,Quebec - Jobert,54.242384,-72.780756,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Coleoptera.Gyrinus.sp.,field,,,,,,,,ngg,no mean reported,,53 (ng/g),77 (ng/g),range,1?,ng_g_dm,106,arithmetic mean,42,335,range,1?,,,Quebec - Lake 136,54.242384,-72.780756,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Coleoptera.Gyrinus.sp.,field,,,,,,,,ngg,no mean reported,,40 (ng/g),59 (ng/g),range,1?,ng_g_dm,104,arithmetic mean,86,122,range,1?,,,Quebec - Lake 150,54.242384,-72.780756,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Diptera.Chaoborus,field,,,,,,,,ngg,no mean reported,,130 (ng/g),245 (ng/g),range,1?,ng_g_dm,218,arithmetic mean,211,225,range,1?,,,Sweden - Bottentjarn,61.576921,16.341663,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Diptera.Chaoborus,field,,,,,,,,ngg,no mean reported,,180 (ng/g),250 (ng/g),range,1?,ng_g_dm,60,arithmetic mean,NA,NA,range,1?,,,Sweden - Lojesjon,58.239122,14.53178,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Diptera.Chironomidae,field,,,,,,,,ngg,no mean reported,,210 (ng/g),280 (ng/g),range,1?,ng_g_dm,380,arithmetic mean,311,427,range,1?,,,Sweden - Gardsjon,58.239122,14.53178,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Diptera.Chironomidae,field,,,,,,,,ngg,no mean reported,,210 (ng/g),300 (ng/g),range,1?,ng_g_dm,252,arithmetic mean,NA,NA,range,1?,,,Sweden - Holmeshultasjon,58.239122,14.53178,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Diptera.Chironomidae,field,,,,,,,,ngg,no mean reported,,90 (ng/g),140 (ng/g),range,1?,ng_g_dm,33,arithmetic mean,NA,NA,range,1?,,,Sweden - Loppesjon,61.576921,16.341663,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Diptera.Chironomidae,field,,,,,,,,ngg,no mean reported,,175 (ng/g),225 (ng/g),range,1?,ng_g_dm,386,arithmetic mean,165,667,range,1?,,,Sweden - Stensjon,61.576921,16.341663,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",MeHg,Hg,Diptera.Chironomus,field,,,,,,,,ngg,no mean reported,,0.41 (ng/g),1.2 (ng/g),range,1?,ng_g_dm,34,arithmetic mean,NA,NA,range,1?,,,Quebec - Des Voeux,46.380359,-73.92169,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",MeHg,Hg,Diptera.Chironomus,field,,,,,,,,ngg,no mean reported,,0.36 (ng/g),0.64 (ng/g),range,1?,ng_g_dm,70,arithmetic mean,39,88,range,1?,,,Quebec - Duncan,53.479543,-77.960801,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",MeHg,Hg,Diptera.Chironomus,field,,,,,,,,ngg,no mean reported,,0.45 (ng/g),1.58 (ng/g),range,1?,ng_g_dm,27,arithmetic mean,NA,NA,range,1?,,,Quebec - Lake 136,54.242384,-72.780756,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",MeHg,Hg,Diptera.Chironomus,field,,,,,,,,ngg,no mean reported,,0.3 (ng/g),0.69 (ng/g),range,1?,ng_g_dm,56,arithmetic mean,NA,NA,range,1?,,,Quebec - Lake 150,54.242384,-72.780756,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Diptera.Chironomus,field,,,,,,,,ngg,no mean reported,,75 (ng/g),88 (ng/g),range,1?,ng_g_dm,151,arithmetic mean,NA,NA,range,1?,,,Quebec - Des Voeux,46.380359,-73.92169,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Diptera.Chironomus,field,,,,,,,,ngg,no mean reported,,88 (ng/g),102 (ng/g),range,1?,ng_g_dm,105,arithmetic mean,85,124,range,1?,,,Quebec - Detcheverry,53.479543,-77.960801,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Diptera.Chironomus,field,,,,,,,,ngg,no mean reported,,52 (ng/g),59 (ng/g),range,1?,ng_g_dm,65,arithmetic mean,17,196,range,1?,,,Quebec - Duncan,53.479543,-77.960801,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Diptera.Chironomus,field,,,,,,,,ngg,no mean reported,,175 (ng/g),196 (ng/g),range,1?,ng_g_dm,194,arithmetic mean,NA,NA,range,1?,,,Quebec - Evans area,50.917492,-77.067181,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Diptera.Chironomus,field,,,,,,,,ngg,no mean reported,,53 (ng/g),77 (ng/g),range,1?,ng_g_dm,56,arithmetic mean,NA,NA,range,1?,,,Quebec - Lake 136,54.242384,-72.780756,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Diptera.Chironomus,field,,,,,,,,ngg,no mean reported,,40 (ng/g),59 (ng/g),range,1?,ng_g_dm,166,arithmetic mean,147,184,range,1?,,,Quebec - Lake 150,54.242384,-72.780756,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Diptera.Chironomus,field,,,,,,,,ngg,no mean reported,,294 (ng/g),351 (ng/g),range,1?,ng_g_dm,137,arithmetic mean,112,162,range,1?,,,Quebec - Laporte,47.198301,-76.72753,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",MeHg,Hg,Ephemeroptera.Leptophlelbia.sp.,field,,,,,,,,ngg,no mean reported,,0.41 (ng/g),1.2 (ng/g),range,1?,ng_g_dm,14,arithmetic mean,NA,NA,range,1?,,,Quebec - Des Voeux,46.380359,-73.92169,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",MeHg,Hg,Ephemeroptera.Leptophlelbia.sp.,field,,,,,,,,ngg,no mean reported,,0.14 (ng/g),0.39 (ng/g),range,1?,ng_g_dm,39,arithmetic mean,NA,NA,range,1?,,,Quebec - Detcheverry,53.479543,-77.960801,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",MeHg,Hg,Ephemeroptera.Leptophlelbia.sp.,field,,,,,,,,ngg,no mean reported,,0.36 (ng/g),0.64 (ng/g),range,1?,ng_g_dm,34,arithmetic mean,12,67,range,1?,,,Quebec - Duncan,53.479543,-77.960801,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",MeHg,Hg,Ephemeroptera.Leptophlelbia.sp.,field,,,,,,,,ngg,no mean reported,,0.65 (ng/g),1.04 (ng/g),range,1?,ng_g_dm,196,arithmetic mean,142,289,range,1?,,,Quebec - Evans area,50.917492,-77.067181,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",MeHg,Hg,Ephemeroptera.Leptophlelbia.sp.,field,,,,,,,,ngg,no mean reported,,0.45 (ng/g),1.58 (ng/g),range,1?,ng_g_dm,54,arithmetic mean,34,74,range,1?,,,Quebec - Lake 136,54.242384,-72.780756,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Ephemeroptera.Leptophlelbia.sp.,field,,,,,,,,ngg,no mean reported,,75 (ng/g),88 (ng/g),range,1?,ng_g_dm,49,arithmetic mean,37,61,range,1?,,,Quebec - Des Voeux,46.380359,-73.92169,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Ephemeroptera.Leptophlelbia.sp.,field,,,,,,,,ngg,no mean reported,,88 (ng/g),102 (ng/g),range,1?,ng_g_dm,69,arithmetic mean,61,76,range,1?,,,Quebec - Detcheverry,53.479543,-77.960801,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Ephemeroptera.Leptophlelbia.sp.,field,,,,,,,,ngg,no mean reported,,52 (ng/g),59 (ng/g),range,1?,ng_g_dm,99,arithmetic mean,31,216,range,1?,,,Quebec - Duncan,53.479543,-77.960801,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Ephemeroptera.Leptophlelbia.sp.,field,,,,,,,,ngg,no mean reported,,175 (ng/g),196 (ng/g),range,1?,ng_g_dm,241,arithmetic mean,180,355,range,1?,,,Quebec - Evans area,50.917492,-77.067181,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Ephemeroptera.Leptophlelbia.sp.,field,,,,,,,,ngg,no mean reported,,53 (ng/g),77 (ng/g),range,1?,ng_g_dm,84,arithmetic mean,65,102,range,1?,,,Quebec - Lake 136,54.242384,-72.780756,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Ephemeroptera.Leptophlelbia.sp.,field,,,,,,,,ngg,no mean reported,,294 (ng/g),351 (ng/g),range,1?,ng_g_dm,217,arithmetic mean,NA,NA,range,1?,,,Quebec - Laporte,47.198301,-76.72753,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",MeHg,Hg,Heteroptera.Gerris.sp.and.Sigara.sp.,field,,,,,,,,ngg,no mean reported,,0.41 (ng/g),1.2 (ng/g),range,1?,ng_g_dm,102,arithmetic mean,30,189,range,1?,,,Quebec - Des Voeux,46.380359,-73.92169,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",MeHg,Hg,Heteroptera.Gerris.sp.and.Sigara.sp.,field,,,,,,,,ngg,no mean reported,,0.14 (ng/g),0.39 (ng/g),range,1?,ng_g_dm,92,arithmetic mean,69,119,range,1?,,,Quebec - Detcheverry,53.479543,-77.960801,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",MeHg,Hg,Heteroptera.Gerris.sp.and.Sigara.sp.,field,,,,,,,,ngg,no mean reported,,0.36 (ng/g),0.64 (ng/g),range,1?,ng_g_dm,129,arithmetic mean,59,410,range,1?,,,Quebec - Duncan,53.479543,-77.960801,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",MeHg,Hg,Heteroptera.Gerris.sp.and.Sigara.sp.,field,,,,,,,,ngg,no mean reported,,0.45 (ng/g),1.58 (ng/g),range,1?,ng_g_dm,137,arithmetic mean,80,176,range,1?,,,Quebec - Lake 136,54.242384,-72.780756,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",MeHg,Hg,Heteroptera.Gerris.sp.and.Sigara.sp.,field,,,,,,,,ngg,no mean reported,,0.3 (ng/g),0.69 (ng/g),range,1?,ng_g_dm,280,arithmetic mean,198,334,range,1?,,,Quebec - Lake 150,54.242384,-72.780756,,, ,,,,,,,,,,,,,,,,,,
JK14,"Tremblay, A., Lucotte, M., Meili, M., Cloutier, L., and Pichet, P. (1996). Total mercury and methylmercury contents of insects from boreal lakes: ecological, spatial and temporal patterns. Water Quality Research Journal 31, 851–873.",THg,Hg,Heteroptera.Gerris.sp.and.Sigara.sp.,field,,,,,,,,ngg,no mean reported,,75 (ng/g),88 (ng/g),range,1?,ng_g_dm,147,arithmetic mean,106,200,range,1?,,,Quebec - Des Voeux,46.380359,-73.92169,,, ,,,,,,,,,,,,,,,,,,
